Mod:Item:MetaData, Localized Name
TConstruct:largeSwordBlade:10, Cobalt Large Sword Blade
TConstruct:largeSwordBlade:11, Ardite Large Sword Blade
TConstruct:largeSwordBlade:12, Manyullyn Large Sword Blade
TConstruct:largeSwordBlade:13, Copper Large Sword Blade
TConstruct:largeSwordBlade:14, Bronze Large Sword Blade
TConstruct:largeSwordBlade:15, Alumite Large Sword Blade
TConstruct:largeSwordBlade:16, Steel Large Sword Blade
TConstruct:largeSwordBlade:17, Slime Large Sword Blade
TConstruct:largeSwordBlade:18, Pig Iron Large Sword Blade
TConstruct:hammerHead:0, Wooden Hammer Head
TConstruct:hammerHead:1, Stone Hammer Head
TConstruct:hammerHead:2, Iron Hammer Head
TConstruct:hammerHead:3, Flint Hammer Head
TConstruct:hammerHead:4, Cactus Hammer Head
TConstruct:hammerHead:5, Bone Hammer Head
TConstruct:hammerHead:6, Obsidian Hammer Head
TConstruct:hammerHead:7, Netherrack Hammer Head
TConstruct:hammerHead:8, Slime Hammer Head
TConstruct:hammerHead:9, Paper Hammer Head
TConstruct:hammerHead:10, Cobalt Hammer Head
TConstruct:hammerHead:11, Ardite Hammer Head
TConstruct:hammerHead:12, Manyullyn Hammer Head
TConstruct:hammerHead:13, Copper Hammer Head
TConstruct:hammerHead:14, Bronze Hammer Head
TConstruct:hammerHead:15, Alumite Hammer Head
TConstruct:hammerHead:16, Steel Hammer Head
TConstruct:hammerHead:17, Slime Hammer Head
TConstruct:hammerHead:18, Pig Iron Hammer Head
TConstruct:creativeModifier, Creative Tool Modifier
TConstruct:buckets:0, Molten Iron Bucket
TConstruct:buckets:1, Molten Gold Bucket
TConstruct:buckets:2, Molten Copper Bucket
TConstruct:buckets:3, Molten Tin Bucket
TConstruct:buckets:4, Molten Aluminum Bucket
TConstruct:buckets:5, Molten Cobalt Bucket
TConstruct:buckets:6, Molten Ardite Bucket
TConstruct:buckets:7, Molten Bronze Bucket
TConstruct:buckets:8, Molten Aluminum Brass Bucket
TConstruct:buckets:9, Molten Manyullyn Bucket
TConstruct:buckets:10, Molten Alumite Bucket
TConstruct:buckets:11, Molten Obsidian Bucket
TConstruct:buckets:12, Molten Steel Bucket
TConstruct:buckets:13, Molten Glass Bucket
TConstruct:buckets:14, Seared Stone Bucket
TConstruct:buckets:15, Liquified Emerald Bucket
TConstruct:buckets:16, Bucket o' Blood
TConstruct:buckets:17, Molten Nickel Bucket
TConstruct:buckets:18, Molten Lead Bucket
TConstruct:buckets:19, Molten Silver Bucket
TConstruct:buckets:20, Molten Shiny Bucket
TConstruct:buckets:21, Molten Invar Bucket
TConstruct:buckets:22, Molten Electrum Bucket
TConstruct:buckets:23, Liquified Ender Bucket
TConstruct:buckets:24, Liquid Slime Bucket
TConstruct:buckets:25, Sticky Glue Bucket
TConstruct:buckets:26, Molten Pig Iron Bucket
TConstruct:buckets:27, Molten Lumium Bucket
TConstruct:buckets:28, Molten Signalum Bucket
TConstruct:buckets:29, Molten Mana Infused Metal Bucket
TConstruct:buckets:30, Molten Enderium Bucket
TConstruct:metalPattern:0, Ingot Cast
TConstruct:metalPattern:1, Tool Rod Cast
TConstruct:metalPattern:2, Pickaxe Head Cast
TConstruct:metalPattern:3, Shovel Head Cast
TConstruct:metalPattern:4, Axe Head Cast
TConstruct:metalPattern:5, Sword Blade Cast
TConstruct:metalPattern:6, Wide Guard Cast
TConstruct:metalPattern:7, Hand Guard Cast
TConstruct:metalPattern:8, Crossbar Cast
TConstruct:metalPattern:9, Tool Binding Cast
TConstruct:metalPattern:10, Pan Cast
TConstruct:metalPattern:11, Wide Board Cast
TConstruct:metalPattern:12, Knife Blade Cast
TConstruct:metalPattern:13, Chisel Head Cast
TConstruct:metalPattern:14, Tough Rod Cast
TConstruct:metalPattern:15, Tough Binding Cast
TConstruct:metalPattern:16, Large Plate Cast
TConstruct:metalPattern:17, Broadaxe Head Cast
TConstruct:metalPattern:18, Scythe Head Cast
TConstruct:metalPattern:19, Excavator Head Cast
TConstruct:metalPattern:20, Large Blade Cast
TConstruct:metalPattern:21, Hammer Head Cast
TConstruct:metalPattern:22, Full Guard Cast
TConstruct:metalPattern:25, Arrowhead Cast
TConstruct:metalPattern:26, Gem Cast
TConstruct:metalPattern:27, Nugget Cast
TConstruct:diamondApple:0, Jeweled Apple
TConstruct:jerky:0, Beef Jerky
TConstruct:jerky:1, Chicken Jerky
TConstruct:jerky:2, Bacon Jerky
TConstruct:jerky:3, Mutton Jerky
TConstruct:jerky:4, Fish Jerky
TConstruct:jerky:5, Monster Jerky
TConstruct:jerky:6, Gelatinous Slime Drop
TConstruct:jerky:7, Coagulated Blood Drop
TConstruct:heartCanister:0, Empty Canister
TConstruct:heartCanister:1, Miniature Red Heart
TConstruct:heartCanister:2, Red Heart Canister
TConstruct:heartCanister:3, Miniature Yellow Heart
TConstruct:heartCanister:4, Yellow Heart Canister
TConstruct:heartCanister:5, Miniature Green Heart
TConstruct:heartCanister:6, Green Heart Canister
TConstruct:knapsack:0, Knapsack
TConstruct:helmetWood, Wooden Helmet
TConstruct:chestplateWood, Wooden Chestplate
TConstruct:leggingsWood, Wooden Leggings
TConstruct:bootsWood, Wooden Boots
TConstruct:travelGoggles, Traveller's Goggles
TConstruct:travelVest, Traveller's Vest
TConstruct:travelWings, Traveller's Wings
TConstruct:travelBoots, Traveller's Boots
TConstruct:travelGlove, Traveller's Gloves
TConstruct:travelBelt, Traveller's Belt
TConstruct:bowstring:0, Bowstring
TConstruct:bowstring:2, Fiery Bowstring
TConstruct:arrowhead:0, Wooden Arrowhead
TConstruct:arrowhead:1, Stone Arrowhead
TConstruct:arrowhead:2, Iron Arrowhead
TConstruct:arrowhead:3, Flint Arrowhead
TConstruct:arrowhead:4, Cactus Arrowhead
TConstruct:arrowhead:5, Bone Arrowhead
TConstruct:arrowhead:6, Obsidian Arrowhead
TConstruct:arrowhead:7, Netherrack Arrowhead
TConstruct:arrowhead:8, Slime Arrowhead
TConstruct:arrowhead:9, Paper Arrowhead
TConstruct:arrowhead:10, Cobalt Arrowhead
TConstruct:arrowhead:11, Ardite Arrowhead
TConstruct:arrowhead:12, Manyullyn Arrowhead
TConstruct:arrowhead:13, Copper Arrowhead
TConstruct:arrowhead:14, Bronze Arrowhead
TConstruct:arrowhead:15, Alumite Arrowhead
TConstruct:arrowhead:16, Steel Arrowhead
TConstruct:arrowhead:17, Slime Arrowhead
TConstruct:arrowhead:18, Pig Iron Arrowhead
TConstruct:fletching:0, Feather Fletching
TConstruct:fletching:1, Leaf Fletching
TConstruct:fletching:2, Slime Fletching
TConstruct:fletching:3, Slime Fletching
TConstruct:fletching:4, Slimeleaf Fletching
TConstruct:ShurikenPart:0, Wooden Shuriken
TConstruct:ShurikenPart:1, Stone Shuriken
TConstruct:ShurikenPart:2, Iron Shuriken
TConstruct:ShurikenPart:3, Flint Shuriken
TConstruct:ShurikenPart:4, Cactus Shuriken
TConstruct:ShurikenPart:5, Bone Shuriken
TConstruct:ShurikenPart:6, Obsidian Shuriken
TConstruct:ShurikenPart:7, Netherrack Shuriken
TConstruct:ShurikenPart:8, Slime Shuriken
TConstruct:ShurikenPart:9, Paper Shuriken
TConstruct:ShurikenPart:10, Cobalt Shuriken
TConstruct:ShurikenPart:11, Ardite Shuriken
TConstruct:ShurikenPart:12, Manyullyn Shuriken
TConstruct:ShurikenPart:13, Copper Shuriken
TConstruct:ShurikenPart:14, Bronze Shuriken
TConstruct:ShurikenPart:15, Alumite Shuriken
TConstruct:ShurikenPart:16, Steel Shuriken
TConstruct:ShurikenPart:17, Slime Shuriken
TConstruct:ShurikenPart:18, Pig Iron Shuriken
TConstruct:BowLimbPart:0, Wooden Bow Limb
TConstruct:BowLimbPart:1, Stone Bow Limb
TConstruct:BowLimbPart:2, Iron Bow Limb
TConstruct:BowLimbPart:3, Flint Bow Limb
TConstruct:BowLimbPart:4, Cactus Bow Limb
TConstruct:BowLimbPart:5, Bone Bow Limb
TConstruct:BowLimbPart:6, Obsidian Bow Limb
TConstruct:BowLimbPart:7, Netherrack Bow Limb
TConstruct:BowLimbPart:8, Slime Bow Limb
TConstruct:BowLimbPart:9, Paper Bow Limb
TConstruct:BowLimbPart:10, Cobalt Bow Limb
TConstruct:BowLimbPart:11, Ardite Bow Limb
TConstruct:BowLimbPart:12, Manyullyn Bow Limb
TConstruct:BowLimbPart:13, Copper Bow Limb
TConstruct:BowLimbPart:14, Bronze Bow Limb
TConstruct:BowLimbPart:15, Alumite Bow Limb
TConstruct:BowLimbPart:16, Steel Bow Limb
TConstruct:BowLimbPart:17, Slime Bow Limb
TConstruct:BowLimbPart:18, Pig Iron Bow Limb
TConstruct:CrossbowLimbPart:0, Wooden Crossbow Limb
TConstruct:CrossbowLimbPart:1, Stone Crossbow Limb
TConstruct:CrossbowLimbPart:2, Iron Crossbow Limb
TConstruct:CrossbowLimbPart:3, Flint Crossbow Limb
TConstruct:CrossbowLimbPart:4, Cactus Crossbow Limb
TConstruct:CrossbowLimbPart:5, Bone Crossbow Limb
TConstruct:CrossbowLimbPart:6, Obsidian Crossbow Limb
TConstruct:CrossbowLimbPart:7, Netherrack Crossbow Limb
TConstruct:CrossbowLimbPart:8, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:9, Paper Crossbow Limb
TConstruct:CrossbowLimbPart:10, Cobalt Crossbow Limb
TConstruct:CrossbowLimbPart:11, Ardite Crossbow Limb
TConstruct:CrossbowLimbPart:12, Manyullyn Crossbow Limb
TConstruct:CrossbowLimbPart:13, Copper Crossbow Limb
TConstruct:CrossbowLimbPart:14, Bronze Crossbow Limb
TConstruct:CrossbowLimbPart:15, Alumite Crossbow Limb
TConstruct:CrossbowLimbPart:16, Steel Crossbow Limb
TConstruct:CrossbowLimbPart:17, Slime Crossbow Limb
TConstruct:CrossbowLimbPart:18, Pig Iron Crossbow Limb
TConstruct:CrossbowBodyPart:0, Wooden Crossbow Body
TConstruct:CrossbowBodyPart:1, Stone Crossbow Body
TConstruct:CrossbowBodyPart:2, Iron Crossbow Body
TConstruct:CrossbowBodyPart:3, Flint Crossbow Body
TConstruct:CrossbowBodyPart:4, Cactus Crossbow Body
TConstruct:CrossbowBodyPart:5, Bone Crossbow Body
TConstruct:CrossbowBodyPart:6, Obsidian Crossbow Body
TConstruct:CrossbowBodyPart:7, Netherrack Crossbow Body
TConstruct:CrossbowBodyPart:8, Slime Crossbow Body
TConstruct:CrossbowBodyPart:9, Paper Crossbow Body
TConstruct:CrossbowBodyPart:10, Cobalt Crossbow Body
TConstruct:CrossbowBodyPart:11, Ardite Crossbow Body
TConstruct:CrossbowBodyPart:12, Manyullyn Crossbow Body
TConstruct:CrossbowBodyPart:13, Copper Crossbow Body
TConstruct:CrossbowBodyPart:14, Bronze Crossbow Body
TConstruct:CrossbowBodyPart:15, Alumite Crossbow Body
TConstruct:CrossbowBodyPart:16, Steel Crossbow Body
TConstruct:CrossbowBodyPart:17, Slime Crossbow Body
TConstruct:CrossbowBodyPart:18, Pig Iron Crossbow Body
TConstruct:BoltPart:0, Wooden Bolt
TConstruct:BoltPart:1, Stone Bolt
TConstruct:BoltPart:2, Iron Bolt
TConstruct:BoltPart:3, Flint Bolt
TConstruct:BoltPart:4, Cactus Bolt
TConstruct:BoltPart:5, Bone Bolt
TConstruct:BoltPart:6, Obsidian Bolt
TConstruct:BoltPart:7, Netherrack Bolt
TConstruct:BoltPart:8, Slime Bolt
TConstruct:BoltPart:9, Paper Bolt
TConstruct:BoltPart:10, Cobalt Bolt
TConstruct:BoltPart:11, Ardite Bolt
TConstruct:BoltPart:12, Manyullyn Bolt
TConstruct:BoltPart:13, Copper Bolt
TConstruct:BoltPart:14, Bronze Bolt
TConstruct:BoltPart:15, Alumite Bolt
TConstruct:BoltPart:16, Steel Bolt
TConstruct:BoltPart:17, Slime Bolt
TConstruct:BoltPart:18, Pig Iron Bolt
TConstruct:Shuriken, item.InfiTool.name
TConstruct:ThrowingKnife, item.InfiTool.name
TConstruct:Javelin, item.InfiTool.name
TConstruct:ShortBow, item.InfiTool.name
TConstruct:LongBow, item.InfiTool.name
TConstruct:Crossbow, item.InfiTool.name
TConstruct:ArrowAmmo, item.InfiTool.name
TConstruct:BoltAmmo, item.InfiTool.name
TConstruct:Pattern:0, Shuriken Pattern
TConstruct:Pattern:1, Crossbow Limb Pattern
TConstruct:Pattern:2, Crossbow Body Pattern
TConstruct:Pattern:3, Bow Limb Pattern
TConstruct:Cast:0, Shuriken Cast
TConstruct:Cast:1, Crossbow Limb Cast
TConstruct:Cast:2, Crossbow Body Cast
TConstruct:Cast:3, Bow Limb Cast
TConstruct:GlassArrows, item.tconstruct.glassArrows.name
TConstruct:Boneana, Broadsword
TConstruct:gearCast, Gear Cast
MagicBees:comb:0, Mundane Comb
MagicBees:comb:1, Molten Comb
MagicBees:comb:2, Occult Comb
MagicBees:comb:3, Otherworldy Comb
MagicBees:comb:4, Transmuting Comb
MagicBees:comb:5, Papery Comb
MagicBees:comb:6, Soul Comb
MagicBees:wax:0, Magic Wax
MagicBees:wax:1, Soulful Wax
MagicBees:wax:2, Amnesic Wax
MagicBees:propolis:0, Unstable Propolis
MagicBees:propolis:1, Breezey Propolis
MagicBees:propolis:2, Burning Propolis
MagicBees:propolis:3, Flowing Propolis
MagicBees:propolis:4, Stony Propolis
MagicBees:propolis:5, Ordered Propolis
MagicBees:propolis:6, Chaotic Propolis
MagicBees:drop:0, Enchanting Drop
MagicBees:drop:1, Intellect Drop
MagicBees:drop:2, Destabilized Drop
MagicBees:drop:3, Carbon Drop
MagicBees:drop:4, Lux Drop
MagicBees:drop:5, Endearing Drop
MagicBees:miscResources:0, Lore Fragment
MagicBees:miscResources:1, Aromatic Lump
MagicBees:miscResources:2, Concentrated Compound
MagicBees:miscResources:3, Wither Skeleton Bone Chip
MagicBees:miscResources:4, Wither Skeleton Skull Fragment
MagicBees:miscResources:5, Draconic Dust
MagicBees:miscResources:6, Draconic Chunk
MagicBees:miscResources:7, Essence of False Life
MagicBees:miscResources:8, Essence of a Shallow Grave
MagicBees:miscResources:9, Essence of Lost Time
MagicBees:miscResources:10, Essence of Everlasting Durability
MagicBees:miscResources:11, Essence of Scornful Oblivion
MagicBees:miscResources:12, Essence of Fickle Permanence
MagicBees:miscResources:17, Dimensional Singularity
MagicBees:miscResources:18, Air Infused Dust
MagicBees:miscResources:19, Water Infused Dust
MagicBees:miscResources:20, Fire Infused Dust
MagicBees:miscResources:21, Earth Infused Dust
MagicBees:miscResources:22, Order Infused Dust
MagicBees:miscResources:23, Chaos Infused Dust
MagicBees:pollen:0, Unusual Pollen
MagicBees:pollen:1, Phased Pollen
MagicBees:moonDial, Jade Moon Dial
MagicBees:jellyBabies, Handful of Jelly Babies
MagicBees:beeNugget:0, Iron Nugget
MagicBees:beeNugget:1, Copper Nugget
MagicBees:beeNugget:2, Tin Nugget
MagicBees:beeNugget:3, Silver Nugget
MagicBees:beeNugget:4, Lead Nugget
MagicBees:magnet:0, Mysterious Magnet
MagicBees:magnet:2, Mysterious Magnet
MagicBees:magnet:4, Mysterious Magnet
MagicBees:magnet:6, Mysterious Magnet
MagicBees:magnet:8, Mysterious Magnet
MagicBees:magnet:10, Mysterious Magnet
MagicBees:magnet:12, Mysterious Magnet
MagicBees:magnet:14, Mysterious Magnet
MagicBees:magnet:16, Mysterious Magnet
MagicBees:frameMagic, Magic Frame
MagicBees:frameResilient, Resilient Frame
MagicBees:frameGentle, Gentle Frame
MagicBees:frameMetabolic, Metabolic Frame
MagicBees:frameNecrotic, Necrotic Frame
MagicBees:frameTemporal, Temporal Frame
MagicBees:frameOblivion, Oblivion Frame
MagicBees:backpack.thaumaturgeT1, item.backpack.thaumaturgeT1.name
MagicBees:backpack.thaumaturgeT2, item.backpack.thaumaturgeT2.name
MagicBees:item.thaumiumScoop, Thaumium Scoop
MagicBees:item.thaumiumGrafter, Thaumium Grafter
MagicBees:item.manasteelScoop, Manasteel Scoop
MagicBees:item.manasteelGrafter, Manasteel Grafter
gendustry:Labware, Genetics Labware
gendustry:Waste, Genetic Waste
gendustry:GeneSampleBlank, Blank Gene Sample
gendustry:GeneSample, Gene Sample
gendustry:GeneTemplate, Genetic Template
gendustry:IndustrialGrafter, Industrial Grafter
gendustry:IndustrialScoop, Scooporator MX200 Turbo
gendustry:HoneyComb:10, Black Colored Comb
gendustry:HoneyComb:24, Orange Colored Comb
gendustry:HoneyComb:25, White Colored Comb
gendustry:HoneyComb:14, Blue Colored Comb
gendustry:HoneyComb:20, Lime Colored Comb
gendustry:HoneyComb:21, Yellow Colored Comb
gendustry:HoneyComb:13, Brown Colored Comb
gendustry:HoneyComb:17, Light Gray Colored Comb
gendustry:HoneyComb:22, Light Blue Colored Comb
gendustry:HoneyComb:12, Green Colored Comb
gendustry:HoneyComb:18, Gray Colored Comb
gendustry:HoneyComb:16, Cyan Colored Comb
gendustry:HoneyComb:11, Red Colored Comb
gendustry:HoneyComb:23, Magenta Colored Comb
gendustry:HoneyComb:19, Pink Colored Comb
gendustry:HoneyComb:15, Purple Colored Comb
gendustry:HoneyDrop:10, Black Colored Honey Drop
gendustry:HoneyDrop:24, Orange Colored Honey Drop
gendustry:HoneyDrop:25, White Colored Honey Drop
gendustry:HoneyDrop:14, Blue Colored Honey Drop
gendustry:HoneyDrop:20, Lime Colored Honey Drop
gendustry:HoneyDrop:21, Yellow Colored Honey Drop
gendustry:HoneyDrop:13, Brown Colored Honey Drop
gendustry:HoneyDrop:17, Light Gray Colored Honey Drop
gendustry:HoneyDrop:22, Light Blue Colored Honey Drop
gendustry:HoneyDrop:12, Green Colored Honey Drop
gendustry:HoneyDrop:18, Gray Colored Honey Drop
gendustry:HoneyDrop:16, Cyan Colored Honey Drop
gendustry:HoneyDrop:11, Red Colored Honey Drop
gendustry:HoneyDrop:23, Magenta Colored Honey Drop
gendustry:HoneyDrop:19, Pink Colored Honey Drop
gendustry:HoneyDrop:15, Purple Colored Honey Drop
gendustry:MutagenTank, Mutagen Tank
gendustry:BeeReceptacle, Bee Receptacle
gendustry:PowerModule, Power Module
gendustry:GeneticsProcessor, Genetics Processor
gendustry:EnvProcessor, Enviromental Processor
gendustry:UpgradeFrame, Upgrade Frame
gendustry:ClimateModule, Climate Control Module
gendustry:PollenKit, Pollen Collection Kit
gendustry:HiveSpawnDebugger, Hive Spawning Debugger
gendustry:EjectCover, Item Eject Cover
gendustry:ImportCover, Item Import Cover
gendustry:ErrorSensorCover, Error Sensor Cover
gendustry:MutagenBucket, Mutagen Bucket
gendustry:MutagenCan, Mutagen Can
gendustry:LiquidDNABucket, Liquid DNA Bucket
gendustry:LiquidDNACan, Liquid DNA Can
gendustry:ProteinBucket, Protein Bucket
gendustry:ProteinCan, Protein Can
Growthcraft:grc.rope, Rope
Growthcraft:grccore.salt, Salt
Growthcraft:grccore.saltBottle, Salt Bottle
Growthcraft:grccore.saltBucket, Salt Bucket
Growthcraft:grccore.crowbar:0, Crowbar (Black)
Growthcraft:grccore.crowbar:1, Crowbar (Red)
Growthcraft:grccore.crowbar:2, Crowbar (Green)
Growthcraft:grccore.crowbar:3, Crowbar (Brown)
Growthcraft:grccore.crowbar:4, Crowbar (Blue)
Growthcraft:grccore.crowbar:5, Crowbar (Purple)
Growthcraft:grccore.crowbar:6, Crowbar (Cyan)
Growthcraft:grccore.crowbar:7, Crowbar (Light Gray)
Growthcraft:grccore.crowbar:8, Crowbar (Gray)
Growthcraft:grccore.crowbar:9, Crowbar (Pink)
Growthcraft:grccore.crowbar:10, Crowbar (Lime)
Growthcraft:grccore.crowbar:11, Crowbar (Yellow)
Growthcraft:grccore.crowbar:12, Crowbar (Light Blue)
Growthcraft:grccore.crowbar:13, Crowbar (Magenta)
Growthcraft:grccore.crowbar:14, Crowbar (Orange)
Growthcraft:grccore.crowbar:15, Crowbar (White)
Growthcraft:grccore.BottleFluidSaltWater, Salt Water Bottle
Growthcraft:grccore.BucketFluidSaltWater, item.grccore.BucketFluidSaltWater.name
Growthcraft|Cellar:grc.yeast:0, Brewers Yeast
Growthcraft|Cellar:grc.yeast:1, Lager Yeast
Growthcraft|Cellar:grc.yeast:2, Bayanus Yeast
Growthcraft|Cellar:grc.yeast:3, Ethereal Yeast
Growthcraft|Cellar:grc.yeast:4, Origin Yeast
Growthcraft|Cellar:grc.waterBag:0, Water Bag (White)
Growthcraft|Cellar:grc.waterBag:1, Water Bag (Orange)
Growthcraft|Cellar:grc.waterBag:2, Water Bag (Magenta)
Growthcraft|Cellar:grc.waterBag:3, Water Bag (Light Blue)
Growthcraft|Cellar:grc.waterBag:4, Water Bag (Yellow)
Growthcraft|Cellar:grc.waterBag:5, Water Bag (Lime)
Growthcraft|Cellar:grc.waterBag:6, Water Bag (Pink)
Growthcraft|Cellar:grc.waterBag:7, Water Bag (Gray)
Growthcraft|Cellar:grc.waterBag:8, Water Bag (Light Gray)
Growthcraft|Cellar:grc.waterBag:9, Water Bag (Cyan)
Growthcraft|Cellar:grc.waterBag:10, Water Bag (Purple)
Growthcraft|Cellar:grc.waterBag:11, Water Bag (Blue)
Growthcraft|Cellar:grc.waterBag:12, Water Bag (Brown)
Growthcraft|Cellar:grc.waterBag:13, Water Bag (Green)
Growthcraft|Cellar:grc.waterBag:14, Water Bag (Red)
Growthcraft|Cellar:grc.waterBag:15, Water Bag (Black)
Growthcraft|Cellar:grc.waterBag:16, Water Bag
Growthcraft|Cellar:grc.chievItemDummy:0, item.grc.chievItemDummy.name
Growthcraft|Apples:grc.appleSeeds, Apple Core
Growthcraft|Apples:grc.appleCider:0, Apple Juice
Growthcraft|Apples:grc.appleCider:1, Apple Cider
Growthcraft|Apples:grc.appleCider:2, Apple Cider
Growthcraft|Apples:grc.appleCider:3, Apple Cider
Growthcraft|Apples:grc.appleCider:4, Silken Nectar
Growthcraft|Apples:grc.appleCider:5, Apple Cider
Growthcraft|Apples:grc.appleCider:6, Apple Cider
Growthcraft|Apples:grc.appleCiderBucket.0, Bucket
Growthcraft|Apples:grc.appleCiderBucket.1, Bucket
Growthcraft|Apples:grc.appleCiderBucket.2, Bucket
Growthcraft|Apples:grc.appleCiderBucket.3, Bucket
Growthcraft|Apples:grc.appleCiderBucket.4, Bucket
Growthcraft|Apples:grc.appleCiderBucket.5, Bucket
Growthcraft|Apples:grc.appleCiderBucket.6, Bucket
Growthcraft|Bamboo:grc.bamboo, Bamboo
Growthcraft|Bamboo:grc.bambooDoorItem, Bamboo Door
Growthcraft|Bamboo:grc.bambooRaft, Bamboo Raft
Growthcraft|Bamboo:grc.bambooCoal, Bamboo Charcoal
Growthcraft|Bamboo:grc.bambooShootFood, Bamboo Shoot
Growthcraft|Bees:grc.honeyCombEmpty, Empty Honeycomb
Growthcraft|Bees:grc.honeyCombFilled, Honeycomb
Growthcraft|Bees:grc.honeyJar, Honey
Growthcraft|Bees:grc.bee, Bee
Growthcraft|Bees:grcbees.BeesWax:0, Beeswax
Growthcraft|Bees:grcbees.BeesWax:1, Red Beeswax
Growthcraft|Bees:grcbees.BeesWax:2, Black Beeswax
Growthcraft|Bees:grc.honeyMead:0, Mead Must
Growthcraft|Bees:grc.honeyMead:1, Mead
Growthcraft|Bees:grc.honeyMead:2, Mead
Growthcraft|Bees:grc.honeyMead:3, Mead
Growthcraft|Bees:grc.honeyMead:4, Mead
Growthcraft|Bees:grc.honeyMead:5, Mead
Growthcraft|Bees:grc.honeyMead:6, Mead
Growthcraft|Bees:grc.honeyMeadBucket.0, Bucket
Growthcraft|Bees:grc.honeyMeadBucket.1, Bucket
Growthcraft|Bees:grc.honeyMeadBucket.2, Bucket
Growthcraft|Bees:grc.honeyMeadBucket.3, Bucket
Growthcraft|Bees:grc.honeyMeadBucket.4, Bucket
Growthcraft|Bees:grc.honeyMeadBucket.5, Bucket
Growthcraft|Bees:grc.honeyMeadBucket.6, Bucket
Growthcraft|Bees:grc.BottleFluidHoney, Honey Bottle
Growthcraft|Bees:grc.BucketFluidHoney, Honey Bucket
Growthcraft|Grapes:grc.grapes:0, Grapes
Growthcraft|Grapes:grc.grapes:1, White Grapes
Growthcraft|Grapes:grc.grapes:2, Red Grapes
Growthcraft|Grapes:grc.grapeSeeds, Grape Seeds
Growthcraft|Grapes:grc.grapeWine:0, Grape Juice
Growthcraft|Grapes:grc.grapeWine:1, Grape Wine
Growthcraft|Grapes:grc.grapeWine:2, Grape Wine
Growthcraft|Grapes:grc.grapeWine:3, Grape Wine
Growthcraft|Grapes:grc.grapeWine:4, Ambrosia
Growthcraft|Grapes:grc.grapeWine:5, Port Wine
Growthcraft|Grapes:grc.grapeWine:6, Grape Wine
Growthcraft|Grapes:grc.grapeWine:7, Grape Wine
Growthcraft|Grapes:grc.grapeWineBucket.0, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.1, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.2, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.3, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.4, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.5, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.6, Bucket
Growthcraft|Grapes:grc.grapeWineBucket.7, Bucket
Growthcraft|Hops:grc.hops, Hops
Growthcraft|Hops:grc.hopSeeds, Hop Seeds
Growthcraft|Hops:grc.hopAle:0, Ale Wort
Growthcraft|Hops:grc.hopAle:1, Ale
Growthcraft|Hops:grc.hopAle:2, Ale
Growthcraft|Hops:grc.hopAle:3, Ale
Growthcraft|Hops:grc.hopAle:4, Ale Wort
Growthcraft|Hops:grc.hopAle:5, Ale
Growthcraft|Hops:grc.hopAle:6, Ale
Growthcraft|Hops:grc.hopAle:7, Ale
Growthcraft|Hops:grc.hopAle:8, Ale
Growthcraft|Hops:grc.lager:0, Lager Wort
Growthcraft|Hops:grc.lager:1, Lager
Growthcraft|Hops:grc.lager:2, Lager
Growthcraft|Hops:grc.lager:3, Lager
Growthcraft|Hops:grc.lager:4, Lager
Growthcraft|Hops:grc.lager:5, Lager
Growthcraft|Hops:grc.lager:6, Lager
Growthcraft|Hops:grc.hopAleBucket.0, Bucket
Growthcraft|Hops:grc.hopAleBucket.1, Bucket
Growthcraft|Hops:grc.hopAleBucket.2, Bucket
Growthcraft|Hops:grc.hopAleBucket.3, Bucket
Growthcraft|Hops:grc.hopAleBucket.4, Bucket
Growthcraft|Hops:grc.hopAleBucket.5, Bucket
Growthcraft|Hops:grc.hopAleBucket.6, Bucket
Growthcraft|Hops:grc.hopAleBucket.7, Bucket
Growthcraft|Hops:grc.hopAleBucket.8, Bucket
Growthcraft|Hops:grc.lagerBucket.0, Bucket
Growthcraft|Hops:grc.lagerBucket.1, Bucket
Growthcraft|Hops:grc.lagerBucket.2, Bucket
Growthcraft|Hops:grc.lagerBucket.3, Bucket
Growthcraft|Hops:grc.lagerBucket.4, Bucket
Growthcraft|Hops:grc.lagerBucket.5, Bucket
Growthcraft|Hops:grc.lagerBucket.6, Bucket
Growthcraft|Milk:grcmilk.Butter:0, Butter (Unsalted)
Growthcraft|Milk:grcmilk.Butter:1, Butter (Salted)
Growthcraft|Milk:grcmilk.Cheese:0, Cheddar Cheese
Growthcraft|Milk:grcmilk.Cheese:1, Gorgonzola Cheese
Growthcraft|Milk:grcmilk.Cheese:2, Swiss Cheese
Growthcraft|Milk:grcmilk.Cheese:3, Appenzeller Cheese
Growthcraft|Milk:grcmilk.Cheese:4, Asiago Cheese
Growthcraft|Milk:grcmilk.Cheese:5, Parmesan Cheese
Growthcraft|Milk:grcmilk.Cheese:6, Monterey Cheese
Growthcraft|Milk:grcmilk.Cheese:7, Ricotta Cheese
Growthcraft|Milk:grcmilk.CheeseCloth, Cheese Cloth
